index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.146,1830,0.7833,350813
2,0.651,-536,-0.2296,348447
3,1.151,-1007,-0.4312,347976
4,1.651,-1916,-0.8203,347067
5,2.151,-668,-0.2861,348315
6,2.656,-99,-0.0425,348884
7,3.156,106,0.0452,349089
